from_zone_id,to_zone_id,number_of_agents,number_of_agents_completing_trips,trip_time_in_min,distance
21,19,11,11,4.22727,2.03749
21,20,8,8,2.4138,0.9504
21,22,10,10,2.56,1.0577
21,23,5,5,4.16885,1.70723
21,24,27,27,7.38888,2.7018
21,25,2,2,4.87936,2.16
21,26,4,4,6.76454,3.19418
21,27,6,6,5.78171,3.1344
21,28,9,9,3.86575,1.56456
21,30,4,4,4.77539,1.84639
21,31,12,12,7.5,4.0782
21,32,8,8,9.88084,5.8646
21,33,3,3,4.80528,2.5219
21,34,18,18,7.22778,3.9417
21,35,2,2,11.3238,6.04974
21,36,5,5,10.3484,4.11467
21,37,9,9,5.26651,2.5017
21,38,8,8,4.79931,2.2661
21,39,3,3,3.61204,1.43543
21,40,2,2,10.106,4.21536
21,41,37,37,10.7108,6.57116
24,1,4,4,7.94516,4.00425
24,2,3,3,6.6545,3.3473
24,3,6,6,5.08807,2.62808
24,5,2,2,8.60165,4.19172
24,6,3,3,8.94523,4.76988
24,7,2,2,8.30737,3.66606
24,9,14,14,4.97858,1.99296
24,10,1,1,4.53198,1.82553
24,11,18,18,1.68889,0.63
24,13,9,9,4.50323,1.99124
24,14,12,12,5.875,2.64983
24,15,4,4,5.41019,2.44348
24,16,5,5,7.11556,3.47939
24,17,4,4,7.23535,3.3243
24,18,4,4,8.70274,4.03235
24,19,5,5,7.60306,3.44492
24,20,4,4,6.90933,2.80186
24,21,10,10,24.44,2.52946
24,22,5,5,4.24117,1.65976
24,23,3,3,4.99473,1.8297
24,25,1,1,4.02759,1.76388
24,26,2,2,3.99994,1.77088
24,27,3,3,6.15409,2.87128
24,28,5,5,3.63785,1.36093
24,30,2,2,2.24078,0.8223
24,31,6,6,5.896,2.78492
24,32,4,4,7.71318,3.8215
24,33,2,2,7.94437,3.98168
24,34,9,9,5.03814,2.34928
24,35,1,1,7.10223,3.3332
24,36,3,3,5.19849,2.0766
24,37,5,5,5.07424,2.38278
24,38,4,4,9.23898,4.11756
24,39,2,2,4.56027,1.79523
24,41,18,18,8.37778,4.25475
25,1,10,10,6.25001,3.7374
25,2,9,9,4.92723,2.8077
25,3,16,16,2.63125,1.30616
25,4,1,1,2.99487,1.3436
25,5,5,5,4.09957,2.054
25,6,7,7,4.68917,2.4281
25,7,5,5,3.80626,1.68
25,8,1,1,5.47668,2.3084
25,9,36,36,4.95279,1.98087
25,10,2,2,4.55972,1.7349
25,11,48,48,4.36041,1.55991
25,12,1,1,6.14844,2.44128
25,13,25,25,7.30801,3.47953
25,14,30,30,8.65667,3.97813
25,15,12,12,8.19165,3.8795
25,16,14,14,6.62857,3.117
25,17,11,11,6.0091,3.24725
25,18,10,10,7.78,4.2673
25,19,14,14,2.79286,1.05108
25,20,10,10,1.93,0.6626
25,21,28,28,23,2.15355
25,22,14,14,4.39285,1.63587
25,23,7,7,5.17448,1.9764
25,24,36,36,5.92779,1.93762
25,26,5,5,1.56505,0.5324
25,27,8,8,2.84757,0.9889
25,28,11,11,4.69091,1.73562
25,30,5,5,5.90909,1.79494
25,31,15,15,3.38,1.50143
25,32,9,9,5.98276,3.30168
25,33,4,4,3.73117,1.6399
25,34,25,25,2.556,1.02536
25,35,3,3,6.30674,2.7868
25,36,6,6,8.04429,3.68414
25,37,12,12,1.47499,0.5055
25,38,10,10,5.09999,2.1315
25,39,4,4,4.13463,1.53698
25,40,2,2,7.09656,3.3959
25,41,48,48,6.61041,3.98923
26,1,9,9,5.0617,2.98956
26,2,7,7,3.79516,2.05986
26,3,14,14,2.07142,1.10323
26,4,1,1,3.98108,2.16053
26,5,4,4,5.22401,2.87093
26,6,6,6,5.91778,3.2455
26,7,4,4,5.41061,2.55503
26,8,1,1,5.57532,2.42636
26,9,30,30,7.35333,2.96572
26,10,2,2,7.43906,2.32413
26,11,39,39,4.40256,1.60572
26,12,1,1,6.22327,2.44828
26,13,20,20,5.63499,2.87017
26,14,25,25,7.064,3.55625
26,15,9,9,6.23286,3.27734
26,16,12,12,5.32499,2.49977
26,17,9,9,4.58563,2.27374
26,18,8,8,6.60827,3.20967
26,19,12,12,4.49999,1.97256
26,20,9,9,4.64546,2.00743
26,21,23,23,26.0348,3.40334
26,22,11,11,6.86364,2.56916
26,23,5,5,7.78508,2.78991
26,24,29,29,6.26896,2.13167
26,25,2,2,1.59579,0.5324
26,27,7,7,3.04335,1.34723
26,28,9,9,5.60849,1.87284
26,30,4,4,6.30374,1.77059
26,31,12,12,2.18332,0.74766
26,32,8,8,4.72015,2.53406
26,33,4,4,4.98415,2.45753
26,34,20,20,1.145,0.38813
26,35,2,2,4.64465,2.14063
26,36,4,4,6.27299,2.99026
26,37,9,9,1.93771,0.85793
26,38,8,8,6.84388,3.27134
26,39,3,3,7.65804,2.41702
26,40,2,2,5.89548,2.74973
26,41,39,39,5.44873,3.24006
27,1,19,19,5.24211,3.21858
27,2,14,14,4.07857,2.33341
27,3,29,29,1.78621,0.840904
27,4,2,2,2.08069,0.821
27,5,10,10,2.93,1.5314
27,6,13,13,3.56153,1.9055
27,7,9,9,4.29609,2.208
27,8,1,1,6.24042,3.3129
27,9,63,63,6.64445,3.3781
27,10,5,5,7.64541,3.13927
27,11,83,83,6.49277,2.66246
27,12,3,3,7.47766,3.64596
27,13,43,43,7.0093,3.66952
27,14,52,52,8.17116,4.25408
27,15,20,20,7.665,4.02047
27,16,24,24,6.37499,3.78478
27,17,19,19,5.31579,2.89069
27,18,18,18,6.80555,3.77734
27,19,25,25,2.62399,1.1165
27,20,18,18,4.07778,1.60708
27,21,48,48,24.3229,3.1344
27,22,25,25,6.33601,2.6426
27,23,12,12,7.98333,3.1767
27,24,63,63,8.24921,3.12567
27,25,4,4,2.84479,0.9889
27,26,9,9,2.89487,1.33256
27,28,19,19,7.38421,2.84547
27,30,8,8,7.08567,2.84587
27,31,26,26,2.38846,0.988669
27,32,17,17,4.84706,2.7371
27,33,7,7,2.59932,1.1173
27,34,42,42,2.03571,0.843161
27,35,6,6,5.93354,2.9171
27,36,10,10,7.75001,3.79976
27,37,20,20,1.41499,0.485375
27,38,18,18,4.67778,2.0907
27,39,7,7,6.18269,2.47913
27,40,3,3,6.60168,3.50868
27,41,83,83,5.6988,3.50257
28,1,13,13,8.5923,4.86697
28,2,9,9,6.81234,3.8453
28,3,19,19,4.73685,2.43204
28,4,1,1,6.37769,2.66103
28,5,7,7,6.00987,3.02276
28,6,9,9,6.49623,3.39686
28,7,6,6,5.57619,2.70116
28,8,1,1,2.33124,0.96286
28,9,41,41,2.50976,1.02806
28,10,2,2,2.19885,0.86063
28,11,55,55,2.28727,0.959376
28,12,2,2,4.88339,1.99688
28,13,28,28,5.9,2.54578
28,14,35,35,7.13143,3.16902
28,15,13,13,6.83077,2.9391
28,16,16,16,8.70625,4.07479
28,17,12,12,7.82499,4.24574
28,18,13,13,9.88461,5.35994
28,19,16,16,5.86874,2.3716
28,20,12,12,4.46666,1.83696
28,21,32,32,21.1469,1.56456
28,22,16,16,1.78126,0.69486
28,23,8,8,2.8694,1.1404
28,24,42,42,3.76904,1.29739
28,25,3,3,3.64925,1.474
28,26,5,5,3.57167,1.59987
28,27,9,9,5.49679,2.5814
28,30,5,5,1.5181,0.559164
28,31,17,17,5.45883,2.61015
28,32,11,11,8.00908,4.42756
28,33,5,5,6.7646,2.95733
28,34,28,28,4.69286,2.19108
28,35,4,4,8.31723,3.82551
28,36,6,6,6.29497,2.59241
28,37,13,13,4.76154,2.1061
28,38,12,12,6.90834,3.15266
28,39,5,5,2.19386,0.83033
28,40,2,2,6.36731,2.72012
28,41,55,55,8.62727,5.04529
30,5,1,1,6.9342,3.30459
30,20,1,1,4.87646,2.11879
30,35,1,1,9.26599,4.01638
30,36,1,1,6.63971,2.5823
31,1,21,21,2.89048,1.7174
31,2,16,16,1.63749,0.7877
31,3,33,33,1.49697,0.718913
31,4,2,2,3.40805,1.7648
31,5,11,11,4.85454,2.55457
31,6,15,15,5.26667,2.8746
31,7,10,10,6.23,3.13206
31,8,1,1,8.02905,4.2567
31,9,72,72,8.53889,4.12312
31,10,5,5,8.05957,3.45148
31,11,96,96,6.31771,2.64067
31,12,2,2,5.2551,2.21939
31,13,48,48,4.4875,2.11933
31,14,60,60,5.81,2.74111
31,15,22,22,5.40456,2.52091
31,16,28,28,3.95001,2.17241
31,17,22,22,2.63637,1.2856
31,18,22,22,4.34091,2.2473
31,19,27,27,4.3889,2.08565
31,20,20,20,5.665,2.55748
31,21,54,54,26.5778,4.07512
31,22,27,27,8.06296,3.4668
31,23,13,13,9.16923,3.61297
31,24,72,72,7.87361,2.9981
31,25,5,5,3.34299,1.47267
31,26,10,10,2.16001,0.74766
31,27,15,15,2.3,0.9507
31,28,22,22,7.55001,2.97744
31,30,10,10,6.99999,2.68322
31,32,20,20,2.55499,1.2619
31,33,8,8,4.54076,2.10853
31,34,49,49,1.1,0.35953
31,35,7,7,3.67739,1.41938
31,36,11,11,5.11818,2.25252
31,37,23,23,2.29565,0.937359
31,38,20,20,6.295,3.0345
31,39,7,7,7.77596,3.49152
31,40,4,4,4.37769,1.99846
31,41,95,95,3.26421,1.9679
32,1,18,18,1.73889,0.9323
32,2,14,14,1.84286,0.9986
32,3,27,27,4.12963,2.5218
32,4,1,1,6.75842,3.5512
32,5,9,9,7.39121,4.30376
32,6,12,12,8.08333,4.69894
32,7,9,9,8.72996,4.93934
32,8,1,1,11.0819,6.0431
32,9,60,60,11.14,5.92656
32,10,4,4,11.2636,5.42918
32,11,81,81,9.0037,4.41049
32,12,2,2,5.65833,2.7704
32,13,41,41,4.82439,2.67034
32,14,51,51,5.16078,2.84602
32,15,19,19,4.70526,2.63967
32,16,24,24,2.75417,1.46278
32,17,18,18,1.47222,0.5005
32,18,17,17,3.18824,1.4622
32,19,23,23,6.96087,3.86385
32,20,18,18,8.25,4.34335
32,21,46,46,30.0022,5.85579
32,22,23,23,10.6609,5.31097
32,23,11,11,12.0727,5.4878
32,24,61,61,10.1902,4.24697
32,25,4,4,6.21407,3.25019
32,26,8,8,4.75838,2.53406
32,27,12,12,5.05832,2.76872
32,28,18,18,10.0444,4.64671
32,30,8,8,9.4209,4.51148
32,31,25,25,2.624,1.2619
32,33,7,7,7.01884,3.91801
32,34,41,41,2.20244,1.10723
32,35,6,6,2.88759,0.9948
32,36,9,9,4.99666,2.73626
32,37,19,19,4.92633,2.72647
32,38,16,16,8.94375,4.8209
32,39,7,7,10.733,5.08806
32,40,3,3,4.79531,2.602
32,41,80,80,2.11,1.1828
33,1,6,6,6.98268,4.303
33,2,5,5,5.95615,3.47202
33,3,9,9,3.50401,1.92104
33,4,1,1,1.93225,0.9021
33,5,4,4,1.82709,0.9189
33,6,4,4,2.3905,1.293
33,7,3,3,3.23659,1.5955
33,8,1,1,5.45099,2.7004
33,9,22,22,5.50456,2.7656
33,10,2,2,6.76132,3.30963
33,11,29,29,8.16206,3.70294
33,12,1,1,10.6037,4.65908
33,13,15,15,8.59999,4.70143
33,14,18,18,9.91667,5.38857
33,15,7,7,9.70423,5.18862
33,16,8,8,8.3254,4.82914
33,17,6,6,6.89394,3.8712
33,18,6,6,8.38218,4.8329
33,19,8,8,1.49314,0.504
33,20,6,6,3.00476,1.029
33,21,17,17,22.7529,2.5219
33,22,9,9,5.81399,2.9016
33,23,4,4,7.51259,3.43835
33,24,22,22,9.83637,4.12092
33,25,1,1,3.81885,1.6399
33,26,3,3,4.52964,2.45683
33,27,5,5,2.49595,1.1173
33,28,7,7,7.56738,3.36052
33,30,3,3,8.19503,3.65579
33,31,9,9,4.09741,2.0611
33,32,6,6,6.93258,3.92977
33,34,15,15,3.88,1.95297
33,35,2,2,7.66867,3.97496
33,36,3,3,9.3702,4.88496
33,37,7,7,2.40314,1.0957
33,38,5,5,3.61447,1.4782
33,39,2,2,6.19443,2.84206
33,40,1,1,8.78937,4.68913
33,41,29,29,7.52758,4.60456
34,1,23,23,2.45219,1.56273
34,2,17,17,1.16471,0.63303
34,3,35,35,1.13428,0.594069
34,4,2,2,3.08374,1.64753
34,5,12,12,4.29166,2.35793
34,6,16,16,4.88125,2.73203
34,7,11,11,5.8091,2.90866
34,8,2,2,6.87686,3.57209
34,9,76,76,8.1,3.61426
34,10,5,5,8.35145,3.05304
34,11,103,103,5.69418,2.2386
34,12,3,3,4.1875,1.83998
34,13,52,52,3.33462,1.72645
34,14,63,63,4.56508,2.36028
34,15,24,24,4.18333,2.1606
34,16,30,30,3.03333,1.36816
34,17,24,24,2.1,0.7123
34,18,23,23,3.96957,2.09263
34,19,29,29,4.03103,1.94648
34,20,22,22,4.92274,2.16243
34,21,58,58,26.0862,3.91319
34,22,30,30,7.47667,2.94768
34,23,14,14,8.41428,3.16139
34,24,77,77,6.96233,2.46316
34,25,5,5,2.58831,1.0243
34,26,10,10,1.14,0.38813
34,27,16,16,2.09375,0.850576
34,28,24,24,6.6,2.27232
34,30,10,10,6.38,2.39344
34,31,32,32,1.05625,0.35953
34,32,22,22,2.10909,1.10723
34,33,9,9,3.85484,1.94383
34,35,8,8,2.57947,1.03183
34,36,12,12,4.00833,1.85599
34,37,24,24,1.4,0.4793
34,38,21,21,6.17619,2.93683
34,39,8,8,6.89566,2.83474
34,40,4,4,3.73398,1.68033
34,41,102,102,2.83628,1.81323
35,1,8,8,2.69297,1.35826
35,2,6,6,2.97121,1.5187
35,3,12,12,4.94167,2.63012
35,4,1,1,7.93213,3.78373
35,5,4,4,8.45172,4.51019
35,6,6,6,8.64834,4.76316
35,7,4,4,9.55888,4.75953
35,8,1,1,11.1918,5.5583
35,9,27,27,12.2741,5.03421
35,10,1,1,10.3859,4.66753
35,11,37,37,8.79459,3.66172
35,12,1,1,5.3858,2.2821
35,13,18,18,4.25,2.18204
35,14,22,22,4.31819,2.21664
35,15,9,9,3.9093,2.01029
35,16,11,11,1.94545,0.8334
35,17,9,9,1.44761,0.4943
35,18,8,8,3.31155,1.38636
35,19,11,11,8.12727,3.95905
35,20,8,8,8.41683,3.92062
35,21,21,21,31.0619,5.67135
35,22,11,11,11.5091,4.50795
35,23,5,5,11.9095,4.61452
35,24,28,28,9.25001,3.46906
35,25,2,2,5.9877,2.72992
35,26,3,3,4.84985,2.25641
35,27,5,5,5.98009,2.86456
35,28,8,8,9.87627,3.92654
35,30,3,3,9.88106,3.94879
35,31,11,11,3.80001,1.38936
35,32,8,8,2.90269,0.9948
35,33,3,3,8.07652,3.97496
35,34,19,19,2.52106,1.00349
35,36,5,5,4.21819,2.10688
35,37,9,9,5.94175,2.8626
35,38,7,7,10.4412,5.01757
35,39,3,3,10.1429,4.5901
35,40,1,1,4.33215,2.1137
35,41,36,36,3.0639,1.60876
36,1,4,4,3.93465,2.17796
36,2,3,3,4.27063,2.35865
36,3,6,6,6.26542,3.46131
36,5,2,2,10.0409,5.51439
36,6,3,3,10.1234,5.64169
36,7,2,2,10.8074,5.88632
36,9,12,12,11.1083,4.24151
36,11,17,17,7.82353,2.78199
36,12,1,1,2.7616,1.0255
36,13,8,8,1.53501,0.64204
36,14,11,11,1.81818,0.82354
36,15,4,4,1.41891,0.61719
36,16,5,5,3.15786,1.6531
36,17,4,4,4.12331,2.09798
36,18,4,4,4.56555,2.20606
36,19,5,5,9.20966,4.85269
36,20,3,3,9.74422,4.75573
36,21,9,9,35.9923,4.64238
36,22,5,5,10.1327,3.31765
36,23,2,2,10.2067,3.53641
36,24,13,13,7.28461,2.27642
36,26,2,2,6.0863,3.01916
36,27,2,2,7.07846,3.68523
36,28,4,4,7.87172,2.57222
36,30,1,1,7.52917,2.5823
36,31,5,5,4.88323,2.26789
36,32,4,4,4.95894,2.73626
36,33,2,2,10.0628,5.03787
36,34,9,9,3.72972,1.83238
36,35,2,2,4.20026,2.10688
36,37,4,4,7.12958,3.73542
36,38,3,3,11.4909,5.78831
36,39,1,1,11.871,3.55523
36,41,16,16,4.31249,2.42846
37,1,21,21,5.10953,3.19142
37,2,16,16,3.88125,2.25973
37,3,32,32,1.51875,0.749431
37,4,2,2,1.85007,0.7994
37,5,11,11,2.95456,1.5098
37,6,14,14,3.5,1.8839
37,7,10,10,3.74,1.58974
37,8,2,2,5.47662,2.47407
37,9,69,69,5.99275,2.53894
37,10,5,5,6.11482,2.32327
37,11,92,92,5.52283,2.19154
37,12,2,2,7.3013,3.06018
37,13,47,47,6.78085,3.58511
37,14,57,57,8.01404,4.21518
37,15,21,21,7.60953,3.99279
37,16,27,27,6.22593,3.63271
37,17,21,21,4.89524,2.75962
37,18,20,20,6.60999,3.71823
37,19,27,27,2.04444,0.7057
37,20,19,19,2.83685,1.03209
37,21,53,53,23.5075,2.51589
37,22,27,27,5.15926,2.10857
37,23,12,12,6.79166,2.67099
37,24,70,70,7.15428,2.57025
37,25,5,5,1.48685,0.5055
37,26,10,10,2.06,0.85793
37,27,14,14,1.40002,0.486786
37,28,21,21,5.97144,2.24566
37,30,9,9,6.31818,2.34299
37,31,28,28,2.26429,0.948828
37,32,18,18,4.78334,2.73534
37,33,8,8,2.59905,1.0957
37,34,46,46,1.40218,0.4793
37,35,6,6,6.1157,2.89702
37,36,10,10,7.45002,3.68098
37,38,19,19,4.61053,2.0691
37,39,8,8,5.34193,2.10779
37,40,3,3,6.88131,3.58103
37,41,91,91,5.52197,3.43335
38,1,2,2,9.03244,5.2764
38,2,1,1,7.7395,4.3467
38,3,2,2,5.30792,2.8396
38,4,1,1,4.08838,1.8755
38,6,1,1,3.13617,1.4666
38,7,1,1,3.13928,1.3397
38,8,1,1,5.13818,2.4446
38,9,5,5,5.51755,2.5098
38,11,6,6,9.53364,4.13243
38,13,3,3,11.053,5.82536
38,14,3,3,11.9418,6.32288
38,15,1,1,11.2845,6.15155
38,16,2,2,10.7516,6.05368
38,17,1,1,8.73376,4.8446
38,18,2,2,10.5265,5.8063
38,19,2,2,2.83743,0.9975
38,20,2,2,3.72946,1.4085
38,21,4,4,20.6778,2.2661
38,22,2,2,5.93634,2.6458
38,24,5,5,10.7316,4.24187
38,26,1,1,6.80817,3.43023
38,27,1,1,4.5802,2.0907
38,28,2,2,7.28101,3.15266
38,30,1,1,8.07593,3.43449
38,31,1,1,5.95453,3.0345
38,32,2,2,8.55942,4.8209
38,34,3,3,5.60242,2.91723
38,36,1,1,11.3347,5.81623
38,37,2,2,4.39667,2.0691
38,39,1,1,6.52344,3.02353
38,41,5,5,9.24678,5.5269
39,1,1,1,9.51172,5.5094
39,3,1,1,6.15393,3.0726
39,9,3,3,2.22347,0.89893
39,11,4,4,4.14066,1.50503
39,13,2,2,7.4577,3.17856
39,14,3,3,9.31816,3.88336
39,15,1,1,8.10571,3.6308
39,16,2,2,10.0815,4.66671
39,17,1,1,9.64478,5.0776
39,18,1,1,12.3049,5.9966
39,19,1,1,4.39252,1.7995
39,21,2,2,23.2335,1.43543
39,22,1,1,1.55768,0.56573
39,23,1,1,2.75391,0.973
39,24,3,3,5.49176,1.79523
39,25,1,1,3.24402,1.2812
39,27,1,1,5.2782,2.3237
39,28,1,1,2.43561,0.83033
39,30,1,1,3.74579,1.37192
39,31,1,1,7.11633,3.2248
39,32,1,1,9.39423,5.0539
39,33,1,1,5.54266,2.4048
39,34,2,2,6.37292,2.7881
39,36,1,1,8.52148,3.40255
39,37,1,1,4.19946,1.712
39,41,4,4,10.0686,5.75705
40,9,1,1,10.8002,3.73068
40,11,1,1,8.33923,2.7198
40,14,1,1,2.31818,1.10657
40,23,1,1,8.66345,3.63102
40,24,1,1,6.72333,2.2245
40,37,1,1,6.40082,3.47596
40,41,1,1,4.72522,2.71149
41,1,20,20,1.04,0.6245
41,2,15,15,2.54,1.7046
41,3,30,30,4.81,3.21245
41,4,1,1,6.92505,4.2572
41,5,10,10,7.92,4.9676
41,6,13,13,8.59999,5.3417
41,7,10,10,9.38,5.6442
41,8,2,2,11.6693,6.75425
41,9,66,66,11.9955,6.56299
41,10,4,4,11.683,5.88609
41,11,88,88,9.57273,5.01375
41,12,3,3,5.98916,3.20365
41,13,44,44,5.23182,3.10359
41,14,54,54,4.4537,2.53822
41,15,20,20,4.045,2.33187
41,16,26,26,2.05,1.15498
41,17,20,20,2.21,1.2065
41,18,20,20,2.545,1.1544
41,19,25,25,7.668,4.5527
41,20,19,19,9.02632,5.05137
41,21,50,50,30.894,6.57101
41,22,26,26,11.7077,5.91355
41,23,12,12,13.0583,6.0494
41,24,66,66,10.9348,4.76377
41,25,4,4,6.71687,4.0324
41,26,9,9,5.48349,3.24006
41,27,14,14,5.77857,3.4702
41,28,20,20,11.245,5.3377
41,30,9,9,10.3794,5.08209
41,31,27,27,3.31482,1.9679
41,32,18,18,2.12223,1.1828
41,33,8,8,7.86388,4.66263
41,34,45,45,2.87556,1.81323
41,35,6,6,3.09555,1.60876
41,36,11,11,4.34547,2.42846
41,37,21,21,5.60953,3.43301
41,38,18,18,9.67221,5.5269
41,39,7,7,11.069,5.82327
41,40,3,3,4.78522,2.71149
