from_node_id,to_node_id,link_id_from_to,day_no,timestamp_in_min,travel_time_in_min,delay_in_min,link_in_volume_number_of_veh,link_out_volume_number_of_veh,link_volume_in_veh_per_hour_per_lane,link_volume_in_veh_per_hour_for_all_lanes,density_in_veh_per_mile_per_lane,speed_in_mph,queue_length_percentage,cumulative_arrival_count,cumulative_departure_count,time_dependent_left_arrival_count,time_dependent_left_departure_count,number_of_through_and_right_queued_vehicles,number_of_left_queued_vehicles,cumulative_SOV_revenue,cumulative_HOV_revenue,total_energy,total_CO2,total_NOX,total_CO,total_HC,energy_miles_per_gallon,CO2_per_mile,NOX_per_mile,CO_per_mile,HC_per_mile
3,5,3->5,1,16,  1.08,  0.90, 20.00,  0.00,400.00,1200.00,  0.00,5.69,-536870912,320,0,0,3,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,17,  0.65,  0.48, 20.00, 41.00,400.00,1200.00,  0.00,9.39,536870912,340,0,0,23,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,18,  1.05,  0.87, 20.00,  0.00,400.00,1200.00,  0.00,5.85,1073741824,360,0,0,1,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,19,  0.61,  0.44, 21.00, 40.00,420.00,1260.00,  0.00,10.03,1073741824,380,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,20,  1.05,  0.88, 19.00,  0.00,380.00,1140.00,  0.00,5.82,1073741824,401,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,21,  0.72,  0.55, 20.00, 39.00,400.00,1200.00,  0.00,8.49,1610612736,420,0,0,21,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,22,  1.05,  0.88, 21.00,  0.00,420.00,1260.00,  0.00,5.83,-536870912,440,0,0,3,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,23,  0.66,  0.48, 19.00, 41.00,380.00,1140.00,  0.00,9.31,536870912,461,0,0,23,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,24,  1.04,  0.87, 20.00,  0.00,400.00,1200.00,  0.00,5.89,1073741824,480,0,0,1,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,25,  0.65,  0.48, 21.00, 40.00,420.00,1260.00,  0.00,9.37,1073741824,500,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,26,  1.05,  0.87, 19.00,  0.00,380.00,1140.00,  0.00,5.86,1073741824,521,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,27,  0.74,  0.56, 20.00, 39.00,400.00,1200.00,  0.00,8.32,1610612736,540,0,0,21,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,28,  1.06,  0.89, 21.00,  0.00,420.00,1260.00,  0.00,5.77,-536870912,560,0,0,3,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,29,  0.66,  0.49, 19.00, 41.00,380.00,1140.00,  0.00,9.22,536870912,581,0,0,23,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,30,  1.05,  0.87, 20.00,  0.00,400.00,1200.00,  0.00,5.84,1073741824,600,0,0,1,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,31,  0.66,  0.49, 21.00, 40.00,420.00,1260.00,  0.00,9.25,1073741824,620,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,32,  1.06,  0.88, 19.00,  0.00,380.00,1140.00,  0.00,5.81,1073741824,641,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,33,  0.67,  0.50, 20.00, 40.00,400.00,1200.00,  0.00,9.14,1073741824,660,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,34,  1.06,  0.88, 21.00,  0.00,420.00,1260.00,  0.00,5.79,1073741824,680,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,35,  0.67,  0.49, 19.00, 40.00,380.00,1140.00,  0.00,9.19,1073741824,701,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,36,  1.06,  0.88, 21.00,  0.00,420.00,1260.00,  0.00,5.78,-536870912,720,0,0,3,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,37,  0.67,  0.50, 20.00, 40.00,400.00,1200.00,  0.00,9.14,1073741824,741,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,38,  1.06,  0.89, 19.00,  0.00,380.00,1140.00,  0.00,5.76,1073741824,761,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,39,  0.60,  0.43, 21.00, 41.00,420.00,1260.00,  0.00,10.16,536870912,780,0,0,23,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,40,  1.04,  0.86, 20.00,  0.00,400.00,1200.00,  0.00,5.91,1073741824,801,0,0,1,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,41,  0.67,  0.49, 20.00, 39.00,400.00,1200.00,  0.00,9.17,1610612736,821,0,0,21,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,42,  1.05,  0.88, 20.00,  0.00,400.00,1200.00,  0.00,5.82,-536870912,841,0,0,3,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,43,  0.71,  0.54, 20.00, 40.00,400.00,1200.00,  0.00,8.60,1073741824,861,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,44,  1.06,  0.88, 20.00,  0.00,400.00,1200.00,  0.00,5.80,1073741824,881,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,45,  0.65,  0.47, 20.00, 41.00,400.00,1200.00,  0.00,9.44,536870912,901,0,0,23,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,46,  1.03,  0.85, 20.00,  0.00,400.00,1200.00,  0.00,5.96,1073741824,921,0,0,1,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,47,  0.68,  0.51, 20.00, 39.00,400.00,1200.00,  0.00,8.98,1610612736,941,0,0,21,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,48,  1.06,  0.89, 20.00,  0.00,400.00,1200.00,  0.00,5.77,-536870912,961,0,0,3,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,49,  0.73,  0.55, 20.00, 40.00,400.00,1200.00,  0.00,8.45,1073741824,981,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,50,  1.07,  0.89, 20.00,  0.00,400.00,1200.00,  0.00,5.74,1073741824,1001,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,51,  0.66,  0.48, 20.00, 41.00,400.00,1200.00,  0.00,9.33,536870912,1021,0,0,23,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,52,  1.04,  0.86, 20.00,  0.00,400.00,1200.00,  0.00,5.90,1073741824,1041,0,0,1,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,53,  0.61,  0.44, 20.00, 40.00,400.00,1200.00,  0.00,10.01,1073741824,1061,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,54,  1.06,  0.88, 20.00,  0.00,400.00,1200.00,  0.00,5.79,1073741824,1081,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,55,  0.65,  0.48, 20.00, 40.00,400.00,1200.00,  0.00,9.37,1610612736,1101,0,0,21,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,56,  1.06,  0.89, 21.00,  0.00,420.00,1260.00,  0.00,5.78,1073741824,1121,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,57,  0.66,  0.49, 19.00, 40.00,380.00,1140.00,  0.00,9.28,1073741824,1142,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,58,  1.05,  0.87, 20.00,  0.00,400.00,1200.00,  0.00,5.85,1073741824,1161,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,59,  0.62,  0.44, 19.00, 40.00,380.00,1140.00,  0.00,9.90,1073741824,1181,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,60,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,1073741824,1200,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,61,  0.18,  0.00,  0.00,  4.00,  0.00,  0.00,  0.00,35.00,1073741824,1200,0,0,4,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,62,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,63,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,64,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,65,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,66,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,67,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,68,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,69,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,70,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,71,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,72,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,73,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,74,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,75,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,76,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,77,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,78,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,79,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,80,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,81,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,82,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,83,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,84,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,85,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,86,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,87,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,88,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,0,  0.21,  0.04, 14.00, 11.00,280.00,840.00,  0.00,28.84,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,1,  0.21,  0.04, 16.00, 16.00,320.00,960.00,  0.00,28.72,0,14,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,2,  0.21,  0.04, 17.00, 17.00,340.00,1020.00,  0.00,28.90,0,30,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,3,  0.20,  0.02, 17.00, 17.00,340.00,1020.00,  0.00,30.78,0,47,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,4,  0.20,  0.02, 16.00, 17.00,320.00,960.00,  0.00,30.84,0,64,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,5,  0.20,  0.02, 17.00, 16.00,340.00,1020.00,  0.00,31.05,0,80,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,6,  0.20,  0.02, 17.00, 17.00,340.00,1020.00,  0.00,31.29,0,97,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,7,  0.20,  0.03, 16.00, 17.00,320.00,960.00,  0.00,30.38,0,114,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,8,  0.20,  0.03, 17.00, 16.00,340.00,1020.00,  0.00,30.59,0,130,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,9,  0.20,  0.02, 17.00, 17.00,340.00,1020.00,  0.00,30.79,0,147,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,10,  0.20,  0.03, 17.00, 17.00,340.00,1020.00,  0.00,29.91,0,164,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,11,  0.20,  0.03, 16.00, 16.00,320.00,960.00,  0.00,30.13,0,181,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,12,  0.20,  0.03, 17.00, 17.00,340.00,1020.00,  0.00,30.33,0,197,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,13,  0.21,  0.03, 17.00, 17.00,340.00,1020.00,  0.00,29.48,0,214,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,14,  0.21,  0.03, 16.00, 16.00,320.00,960.00,  0.00,29.70,0,231,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,15,  0.20,  0.03, 17.00, 17.00,340.00,1020.00,  0.00,29.89,0,247,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,16,  0.21,  0.04, 17.00, 17.00,340.00,1020.00,  0.00,29.06,0,264,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,17,  0.21,  0.03, 18.00, 16.00,360.00,1080.00,  0.00,29.27,0,281,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,18,  0.21,  0.03, 20.00, 22.00,400.00,1200.00,  0.00,29.79,0,299,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,19,  0.21,  0.04, 20.00, 17.00,400.00,1200.00,  0.00,28.65,0,319,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,20,  0.22,  0.04, 20.00, 23.00,400.00,1200.00,  0.00,28.12,0,339,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,21,  0.22,  0.05, 20.00, 17.00,400.00,1200.00,  0.00,27.51,0,359,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,22,  0.21,  0.03, 21.00, 24.00,420.00,1260.00,  0.00,29.23,0,379,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,23,  0.20,  0.02, 19.00, 17.00,380.00,1140.00,  0.00,31.00,0,400,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,24,  0.21,  0.03, 20.00, 22.00,400.00,1200.00,  0.00,29.88,0,419,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,25,  0.20,  0.03, 20.00, 17.00,400.00,1200.00,  0.00,30.47,0,439,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,26,  0.21,  0.03, 20.00, 24.00,400.00,1200.00,  0.00,29.88,0,459,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,27,  0.21,  0.04, 20.00, 16.00,400.00,1200.00,  0.00,29.03,0,479,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,28,  0.20,  0.03, 21.00, 24.00,420.00,1260.00,  0.00,29.96,0,499,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,29,  0.20,  0.03, 20.00, 17.00,400.00,1200.00,  0.00,30.06,0,520,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,30,  0.21,  0.03, 19.00, 22.00,380.00,1140.00,  0.00,29.44,0,540,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,3,5->3,1,31,  0.21,  0.04, 20.00, 17.00,400.00,1200.00,  0.00,28.80,0,559,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
