agent_id,from_zone_id,to_zone_id,departure_time,arrival_time,buffer_waiting_time,complete_flag,trip_time,demand_type,pricing_type,vehicle_type,information_type,value_of_time,toll_cost_in_dollar,emissions,distance_in_mile,TotalEnergy_(KJ),CO2_(g),NOX_(g),CO_(g),HC_(g),age,number_of_nodes,VMS_response_info,Evacuation_response_info,path_node_sequence,path_time_sequence,link_travel_time_sequence,path_sequence
1400,1,2,17.56,34.90,0.04,1,17.34,1,1,2,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,17.6;34.7;34.9;,17.11;0.19;,"<1;17.60;0;0><5; 34.71;17.11;0.00><2; 34.90;0.19;0.00>"
1401,2,1,17.56,18.00,0.04,1,0.44,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,17.6;17.7;18.0;,0.13;0.27;,"<2;17.60;0;0><5; 17.73;0.13;0.00><1; 18.00;0.27;0.00>"
1402,4,3,17.56,17.90,0.04,1,0.34,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,17.6;17.7;17.9;,0.13;0.17;,"<4;17.60;0;0><5; 17.73;0.13;0.00><3; 17.90;0.17;0.00>"
1403,3,4,17.56,18.30,0.04,1,0.74,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,17.6;17.7;18.3;,0.14;0.56;,"<3;17.60;0;0><5; 17.74;0.14;0.00><4; 18.30;0.56;0.00>"
1404,2,4,17.61,18.20,-0.01,1,0.59,1,1,1,1,1.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;,17.6;17.8;18.2;,0.17;0.43;,"<2;17.60;0;0><5; 17.77;0.17;0.00><4; 18.20;0.43;0.00>"
1405,3,2,17.61,18.00,-0.01,1,0.39,1,1,1,1,10.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;,17.6;17.8;18.0;,0.19;0.21;,"<3;17.60;0;0><5; 17.79;0.19;0.00><2; 18.00;0.21;0.00>"
1406,1,3,17.61,35.00,-0.01,1,17.39,1,1,1,1,10.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;,17.6;34.8;35.0;,17.15;0.25;,"<1;17.60;0;0><5; 34.75;17.15;0.00><3; 35.00;0.25;0.00>"
1407,4,1,17.61,18.00,-0.01,1,0.39,1,1,1,1,10.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;,17.6;17.8;18.0;,0.18;0.22;,"<4;17.60;0;0><5; 17.78;0.18;0.00><1; 18.00;0.22;0.00>"
1408,2,1,17.62,18.00,0.08,1,0.38,1,1,2,1,40.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,17.7;17.8;18.0;,0.09;0.21;,"<2;17.70;0;0><5; 17.79;0.09;0.00><1; 18.00;0.21;0.00>"
1409,3,4,17.62,18.30,0.08,1,0.68,1,1,1,1,60.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,17.7;17.8;18.3;,0.10;0.50;,"<3;17.70;0;0><5; 17.80;0.10;0.00><4; 18.30;0.50;0.00>"
1410,1,2,17.62,35.00,0.08,1,17.38,1,1,2,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,17.7;34.8;35.0;,17.07;0.23;,"<1;17.70;0;0><5; 34.77;17.07;0.00><2; 35.00;0.23;0.00>"
1411,4,3,17.62,18.00,0.08,1,0.38,1,1,2,1,1.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,17.7;17.8;18.0;,0.09;0.21;,"<4;17.70;0;0><5; 17.79;0.09;0.00><3; 18.00;0.21;0.00>"
1412,2,1,17.68,18.00,0.02,1,0.32,1,1,2,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,17.7;17.8;18.0;,0.15;0.15;,"<2;17.70;0;0><5; 17.85;0.15;0.00><1; 18.00;0.15;0.00>"
1413,1,2,17.68,35.00,0.02,1,17.32,1,1,1,1,15.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,17.7;34.8;35.0;,17.13;0.17;,"<1;17.70;0;0><5; 34.83;17.13;0.00><2; 35.00;0.17;0.00>"
1414,3,4,17.68,18.30,0.02,1,0.62,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,17.7;17.9;18.3;,0.16;0.44;,"<3;17.70;0;0><5; 17.86;0.16;0.00><4; 18.30;0.44;0.00>"
1415,4,3,17.68,18.10,0.02,1,0.42,1,1,1,1,1.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,17.7;17.9;18.1;,0.15;0.25;,"<4;17.70;0;0><5; 17.85;0.15;0.00><3; 18.10;0.25;0.00>"
1416,1,2,17.74,35.10,0.06,1,17.36,1,1,1,1,15.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,17.8;34.9;35.1;,17.09;0.21;,"<1;17.80;0;0><5; 34.89;17.09;0.00><2; 35.10;0.21;0.00>"
1417,2,1,17.74,18.10,0.06,1,0.36,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,17.8;17.9;18.1;,0.11;0.19;,"<2;17.80;0;0><5; 17.91;0.11;0.00><1; 18.10;0.19;0.00>"
1418,4,3,17.74,18.10,0.06,1,0.36,1,1,2,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,17.8;17.9;18.1;,0.11;0.19;,"<4;17.80;0;0><5; 17.91;0.11;0.00><3; 18.10;0.19;0.00>"
1419,3,4,17.74,18.30,0.06,1,0.56,1,1,2,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,17.8;17.9;18.3;,0.12;0.38;,"<3;17.80;0;0><5; 17.92;0.12;0.00><4; 18.30;0.38;0.00>"
1420,4,3,17.80,18.20,-0.00,1,0.40,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,17.8;18.0;18.2;,0.17;0.23;,"<4;17.80;0;0><5; 17.97;0.17;0.00><3; 18.20;0.23;0.00>"
1421,1,2,17.80,35.10,-0.00,1,17.30,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,17.8;34.9;35.1;,17.15;0.15;,"<1;17.80;0;0><5; 34.95;17.15;0.00><2; 35.10;0.15;0.00>"
1422,3,4,17.80,19.60,-0.00,1,1.80,1,1,2,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,17.8;19.4;19.6;,1.60;0.20;,"<3;17.80;0;0><5; 19.40;1.60;0.00><4; 19.60;0.20;0.00>"
1423,2,1,17.80,18.20,-0.00,1,0.40,1,1,1,1,5.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,17.8;18.0;18.2;,0.17;0.23;,"<2;17.80;0;0><5; 17.97;0.17;0.00><1; 18.20;0.23;0.00>"
1424,1,2,17.86,35.20,0.04,1,17.34,1,1,1,1,1.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,17.9;35.0;35.2;,17.10;0.20;,"<1;17.90;0;0><5; 35.00;17.10;0.00><2; 35.20;0.20;0.00>"
1425,2,1,17.86,18.30,0.04,1,0.44,1,1,2,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,17.9;18.0;18.3;,0.13;0.27;,"<2;17.90;0;0><5; 18.03;0.13;0.00><1; 18.30;0.27;0.00>"
1426,3,4,17.86,19.60,0.04,1,1.74,1,1,1,1,40.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,17.9;19.4;19.6;,1.50;0.20;,"<3;17.90;0;0><5; 19.40;1.50;0.00><4; 19.60;0.20;0.00>"
1427,4,3,17.86,18.20,0.04,1,0.34,1,1,2,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,17.9;18.0;18.2;,0.13;0.17;,"<4;17.90;0;0><5; 18.03;0.13;0.00><3; 18.20;0.17;0.00>"
1428,2,4,17.91,18.40,-0.01,1,0.49,1,1,1,1,20.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;,17.9;18.1;18.4;,0.17;0.33;,"<2;17.90;0;0><5; 18.07;0.17;0.00><4; 18.40;0.33;0.00>"
1429,3,2,17.91,19.60,-0.01,1,1.69,1,1,1,1,30.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;,17.9;19.4;19.6;,1.50;0.20;,"<3;17.90;0;0><5; 19.40;1.50;0.00><2; 19.60;0.20;0.00>"
1430,4,1,17.91,18.30,-0.01,1,0.39,1,1,1,1,15.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;,17.9;18.1;18.3;,0.18;0.22;,"<4;17.90;0;0><5; 18.08;0.18;0.00><1; 18.30;0.22;0.00>"
1431,1,3,17.91,36.20,-0.01,1,18.29,1,1,1,1,30.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;,17.9;36.0;36.2;,18.10;0.20;,"<1;17.90;0;0><5; 36.00;18.10;0.00><3; 36.20;0.20;0.00>"
1432,4,3,17.92,18.30,0.08,1,0.38,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,18.0;18.1;18.3;,0.09;0.21;,"<4;18.00;0;0><5; 18.09;0.09;0.00><3; 18.30;0.21;0.00>"
1433,1,2,17.92,35.30,0.08,1,17.38,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.0;35.1;35.3;,17.06;0.24;,"<1;18.00;0;0><5; 35.06;17.06;0.00><2; 35.30;0.24;0.00>"
1434,3,4,17.92,19.60,0.08,1,1.68,1,1,2,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,18.0;19.4;19.6;,1.40;0.20;,"<3;18.00;0;0><5; 19.40;1.40;0.00><4; 19.60;0.20;0.00>"
1435,2,1,17.92,18.30,0.08,1,0.38,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,18.0;18.1;18.3;,0.09;0.21;,"<2;18.00;0;0><5; 18.09;0.09;0.00><1; 18.30;0.21;0.00>"
1436,4,3,17.98,18.40,0.02,1,0.42,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,18.0;18.2;18.4;,0.15;0.25;,"<4;18.00;0;0><5; 18.15;0.15;0.00><3; 18.40;0.25;0.00>"
1437,2,1,17.98,18.30,0.02,1,0.32,1,1,2,1,1.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,18.0;18.1;18.3;,0.14;0.16;,"<2;18.00;0;0><5; 18.14;0.14;0.00><1; 18.30;0.16;0.00>"
1438,1,2,17.98,35.30,0.02,1,17.32,1,1,1,1,5.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.0;35.1;35.3;,17.12;0.18;,"<1;18.00;0;0><5; 35.12;17.12;0.00><2; 35.30;0.18;0.00>"
1439,3,4,17.98,19.60,0.02,1,1.62,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,18.0;19.4;19.6;,1.40;0.20;,"<3;18.00;0;0><5; 19.40;1.40;0.00><4; 19.60;0.20;0.00>"
1440,4,3,18.04,18.40,0.06,1,0.36,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,18.1;18.2;18.4;,0.11;0.19;,"<4;18.10;0;0><5; 18.21;0.11;0.00><3; 18.40;0.19;0.00>"
1441,1,2,18.04,35.40,0.06,1,17.36,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.1;35.2;35.4;,17.08;0.22;,"<1;18.10;0;0><5; 35.18;17.08;0.00><2; 35.40;0.22;0.00>"
1442,3,4,18.04,19.70,0.06,1,1.66,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,18.1;19.4;19.7;,1.30;0.30;,"<3;18.10;0;0><5; 19.40;1.30;0.00><4; 19.70;0.30;0.00>"
1443,2,1,18.04,18.40,0.06,1,0.36,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,18.1;18.2;18.4;,0.10;0.20;,"<2;18.10;0;0><5; 18.20;0.10;0.00><1; 18.40;0.20;0.00>"
1444,3,4,18.10,19.70,-0.00,1,1.60,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,18.1;19.5;19.7;,1.40;0.20;,"<3;18.10;0;0><5; 19.50;1.40;0.00><4; 19.70;0.20;0.00>"
1445,1,2,18.10,35.40,-0.00,1,17.30,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.1;35.2;35.4;,17.14;0.16;,"<1;18.10;0;0><5; 35.24;17.14;0.00><2; 35.40;0.16;0.00>"
1446,4,3,18.10,18.50,-0.00,1,0.40,1,1,2,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,18.1;18.3;18.5;,0.17;0.23;,"<4;18.10;0;0><5; 18.27;0.17;0.00><3; 18.50;0.23;0.00>"
1447,2,1,18.10,18.50,-0.00,1,0.40,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,18.1;18.3;18.5;,0.16;0.24;,"<2;18.10;0;0><5; 18.26;0.16;0.00><1; 18.50;0.24;0.00>"
1448,3,4,18.16,19.70,0.04,1,1.54,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,18.2;19.5;19.7;,1.30;0.20;,"<3;18.20;0;0><5; 19.50;1.30;0.00><4; 19.70;0.20;0.00>"
1449,4,3,18.16,18.50,0.04,1,0.34,1,1,1,1,40.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,18.2;18.3;18.5;,0.13;0.17;,"<4;18.20;0;0><5; 18.33;0.13;0.00><3; 18.50;0.17;0.00>"
1450,1,2,18.16,35.50,0.04,1,17.34,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.2;35.3;35.5;,17.10;0.20;,"<1;18.20;0;0><5; 35.30;17.10;0.00><2; 35.50;0.20;0.00>"
1451,2,1,18.16,18.60,0.04,1,0.44,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,18.2;18.3;18.6;,0.12;0.28;,"<2;18.20;0;0><5; 18.32;0.12;0.00><1; 18.60;0.28;0.00>"
1452,3,2,18.21,19.70,-0.01,1,1.49,1,1,2,1,30.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;,18.2;19.5;19.7;,1.30;0.20;,"<3;18.20;0;0><5; 19.50;1.30;0.00><2; 19.70;0.20;0.00>"
1453,2,4,18.21,18.60,-0.01,1,0.39,1,1,1,1,30.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;,18.2;18.4;18.6;,0.17;0.23;,"<2;18.20;0;0><5; 18.37;0.17;0.00><4; 18.60;0.23;0.00>"
1454,4,1,18.21,18.60,-0.01,1,0.39,1,1,1,1,30.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;,18.2;18.4;18.6;,0.18;0.22;,"<4;18.20;0;0><5; 18.38;0.18;0.00><1; 18.60;0.22;0.00>"
1455,1,3,18.21,36.20,-0.01,1,17.99,1,1,1,1,5.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;,18.2;36.0;36.2;,17.80;0.20;,"<1;18.20;0;0><5; 36.00;17.80;0.00><3; 36.20;0.20;0.00>"
1456,4,3,18.22,18.60,0.08,1,0.38,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,18.3;18.4;18.6;,0.09;0.21;,"<4;18.30;0;0><5; 18.39;0.09;0.00><3; 18.60;0.21;0.00>"
1457,1,2,18.22,36.20,0.08,1,17.98,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.3;36.0;36.2;,17.70;0.20;,"<1;18.30;0;0><5; 36.00;17.70;0.00><2; 36.20;0.20;0.00>"
1458,2,1,18.22,18.60,0.08,1,0.38,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,18.3;18.4;18.6;,0.08;0.22;,"<2;18.30;0;0><5; 18.38;0.08;0.00><1; 18.60;0.22;0.00>"
1459,3,4,18.22,19.70,0.08,1,1.48,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,18.3;19.5;19.7;,1.20;0.20;,"<3;18.30;0;0><5; 19.50;1.20;0.00><4; 19.70;0.20;0.00>"
1460,1,2,18.28,36.20,0.02,1,17.92,1,1,1,1,60.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.3;36.0;36.2;,17.70;0.20;,"<1;18.30;0;0><5; 36.00;17.70;0.00><2; 36.20;0.20;0.00>"
1461,3,4,18.28,19.70,0.02,1,1.42,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,18.3;19.5;19.7;,1.20;0.20;,"<3;18.30;0;0><5; 19.50;1.20;0.00><4; 19.70;0.20;0.00>"
1462,2,1,18.28,18.60,0.02,1,0.32,1,1,1,1,20.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,18.3;18.4;18.6;,0.14;0.16;,"<2;18.30;0;0><5; 18.44;0.14;0.00><1; 18.60;0.16;0.00>"
1463,4,3,18.28,18.70,0.02,1,0.42,1,1,2,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,18.3;18.4;18.7;,0.15;0.25;,"<4;18.30;0;0><5; 18.45;0.15;0.00><3; 18.70;0.25;0.00>"
1464,1,2,18.34,36.20,0.06,1,17.86,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.4;36.0;36.2;,17.60;0.20;,"<1;18.40;0;0><5; 36.00;17.60;0.00><2; 36.20;0.20;0.00>"
1465,4,3,18.34,18.70,0.06,1,0.36,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,18.4;18.5;18.7;,0.11;0.19;,"<4;18.40;0;0><5; 18.51;0.11;0.00><3; 18.70;0.19;0.00>"
1466,2,1,18.34,18.70,0.06,1,0.36,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,18.4;18.5;18.7;,0.10;0.20;,"<2;18.40;0;0><5; 18.50;0.10;0.00><1; 18.70;0.20;0.00>"
1467,3,4,18.34,19.80,0.06,1,1.46,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,18.4;19.5;19.8;,1.10;0.30;,"<3;18.40;0;0><5; 19.50;1.10;0.00><4; 19.80;0.30;0.00>"
1468,1,2,18.40,36.20,-0.00,1,17.80,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.4;36.0;36.2;,17.60;0.20;,"<1;18.40;0;0><5; 36.00;17.60;0.00><2; 36.20;0.20;0.00>"
1469,4,3,18.40,18.80,-0.00,1,0.40,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,18.4;18.6;18.8;,0.17;0.23;,"<4;18.40;0;0><5; 18.57;0.17;0.00><3; 18.80;0.23;0.00>"
1470,2,1,18.40,18.80,-0.00,1,0.40,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,18.4;18.6;18.8;,0.16;0.24;,"<2;18.40;0;0><5; 18.56;0.16;0.00><1; 18.80;0.24;0.00>"
1471,3,4,18.40,19.80,-0.00,1,1.40,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,18.4;19.5;19.8;,1.10;0.30;,"<3;18.40;0;0><5; 19.50;1.10;0.00><4; 19.80;0.30;0.00>"
1472,1,2,18.46,36.30,0.04,1,17.84,1,1,2,1,1.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.5;36.0;36.3;,17.50;0.30;,"<1;18.50;0;0><5; 36.00;17.50;0.00><2; 36.30;0.30;0.00>"
1473,2,1,18.46,18.80,0.04,1,0.34,1,1,2,1,1.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,18.5;18.6;18.8;,0.12;0.18;,"<2;18.50;0;0><5; 18.62;0.12;0.00><1; 18.80;0.18;0.00>"
1474,4,3,18.46,18.80,0.04,1,0.34,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,18.5;18.6;18.8;,0.13;0.17;,"<4;18.50;0;0><5; 18.63;0.13;0.00><3; 18.80;0.17;0.00>"
1475,3,4,18.46,19.80,0.04,1,1.34,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,18.5;19.5;19.8;,1.00;0.30;,"<3;18.50;0;0><5; 19.50;1.00;0.00><4; 19.80;0.30;0.00>"
1476,3,2,18.51,19.70,-0.01,1,1.19,1,1,1,1,20.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;,18.5;19.5;19.7;,1.00;0.20;,"<3;18.50;0;0><5; 19.50;1.00;0.00><2; 19.70;0.20;0.00>"
1477,2,4,18.51,18.90,-0.01,1,0.39,1,1,1,1,10.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;,18.5;18.7;18.9;,0.17;0.23;,"<2;18.50;0;0><5; 18.67;0.17;0.00><4; 18.90;0.23;0.00>"
1478,4,1,18.51,18.90,-0.01,1,0.39,1,1,1,1,10.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;,18.5;18.7;18.9;,0.18;0.22;,"<4;18.50;0;0><5; 18.68;0.18;0.00><1; 18.90;0.22;0.00>"
1479,1,3,18.51,36.20,-0.01,1,17.69,1,1,1,1,30.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;,18.5;36.0;36.2;,17.50;0.20;,"<1;18.50;0;0><5; 36.00;17.50;0.00><3; 36.20;0.20;0.00>"
1480,1,2,18.52,36.30,0.08,1,17.78,1,1,1,1,20.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.6;36.0;36.3;,17.40;0.30;,"<1;18.60;0;0><5; 36.00;17.40;0.00><2; 36.30;0.30;0.00>"
1481,4,3,18.52,18.90,0.08,1,0.38,1,1,2,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,18.6;18.7;18.9;,0.09;0.21;,"<4;18.60;0;0><5; 18.69;0.09;0.00><3; 18.90;0.21;0.00>"
1482,2,1,18.52,18.90,0.08,1,0.38,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,18.6;18.7;18.9;,0.08;0.22;,"<2;18.60;0;0><5; 18.68;0.08;0.00><1; 18.90;0.22;0.00>"
1483,3,4,18.52,19.80,0.08,1,1.28,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,18.6;19.6;19.8;,1.00;0.20;,"<3;18.60;0;0><5; 19.60;1.00;0.00><4; 19.80;0.20;0.00>"
1484,1,2,18.58,36.30,0.02,1,17.72,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.6;36.0;36.3;,17.40;0.30;,"<1;18.60;0;0><5; 36.00;17.40;0.00><2; 36.30;0.30;0.00>"
1485,2,1,18.58,18.90,0.02,1,0.32,1,1,1,1,5.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,18.6;18.7;18.9;,0.14;0.16;,"<2;18.60;0;0><5; 18.74;0.14;0.00><1; 18.90;0.16;0.00>"
1486,4,3,18.58,19.00,0.02,1,0.42,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,18.6;18.7;19.0;,0.15;0.25;,"<4;18.60;0;0><5; 18.75;0.15;0.00><3; 19.00;0.25;0.00>"
1487,3,4,18.58,19.90,0.02,1,1.32,1,1,2,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,18.6;19.6;19.9;,1.00;0.30;,"<3;18.60;0;0><5; 19.60;1.00;0.00><4; 19.90;0.30;0.00>"
1488,1,2,18.64,36.30,0.06,1,17.66,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,18.7;36.0;36.3;,17.30;0.30;,"<1;18.70;0;0><5; 36.00;17.30;0.00><2; 36.30;0.30;0.00>"
